ID,prh_start,prh_stop,prh_fps,lunge_quality,sonar_exp,total_lunges,deployment-time_secs,Index,TagOn,TagOff,dayhours,dayhourslunges,nighthours,nighthourslunges,twilightzone,twilightzonelunges,Prey,Prey notes,whaleLength,Study_Area,SpeciesCode,CommonName,med_TLm,slope,intercept,BestLengthEst,Engulfment_L,TotalLunges,TotalHours,LungesPerHour,LungesPerDayHour,LungesPerNightHour,LungesPerTwHour,PreyClean,Region,deployment-time_h
bw13_191a,0,178371,10,good,yes,62,17837.1,292,3049,178183,4.864833335392177,80,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,80,4.864833335392177,16.444551022537922,16.444551022537922,NA,NA,Krill-feeding,Eastern North Pacific,4.95475
bw13_193a,0,456980,25,good,yes,82,18279.2,293,11365,450877,4.883466666564345,107,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,107,4.883466666564345,21.91066455569307,21.91066455569307,NA,NA,Krill-feeding,Eastern North Pacific,5.0775555555555565
mn151031-4,2883,180016,10,good,none,272,17713.3,116,2884,180017,4.920305555686355,272,0,0,0,0,Krill,NA,NA,South Africa,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,272,4.920305555686355,55.28111962186006,55.28111962186006,NA,NA,Krill-feeding,South Africa,4.92036111111111
bw11_221a,0,89765,5,good,yes,65,17953,287,500,89256,4.9308888874948025,70,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,70,4.9308888874948025,14.196223357927732,14.196223357927732,NA,NA,Krill-feeding,Eastern North Pacific,4.986944444444444
bw10_243a,0,90624,5,good,yes,65,18124.8,260,139,89866,4.984833332709968,80,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,80,4.984833332709968,16.048681001037316,16.048681001037316,NA,NA,Krill-feeding,Eastern North Pacific,5.034666666666666
mn170810-40,2505,185829,10,good,none,20,18332.4,163,2506,185830,5.092333333566785,20,0,0,0,0,Anchovies,NA,7.07,SoCal,mn,Humpback Whale,12.5,3.24603,0.85934,7.07,4039.2210382746352,20,5.092333333566785,3.9274726711559453,3.9274726711559453,NA,NA,Fish-feeding,Eastern North Pacific,5.092333333333333
bw10_235a,0,94805,5,good,yes,14,18961,252,1165,94672,5.194833333604038,14,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,14,5.194833333604038,2.6949854020219686,2.6949854020219686,NA,NA,Krill-feeding,Eastern North Pacific,5.266944444444444
bw13_259a,0,481063,25,good_dives,yes,27,19242.52,300,3e3,476818,5.264644444920123,61,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,61,5.264644444920123,11.586727392171595,11.586727392171595,NA,NA,Krill-feeding,Eastern North Pacific,5.345144444444444
bw10_245a,0,98240,5,good,yes,38,19648,265,2476,97725,5.291611108928919,53,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,53,5.291611108928919,10.015853188940747,10.015853188940747,NA,NA,Krill-feeding,Eastern North Pacific,5.457777777777777
mn161117-10,1406,193105,10,good,none,17,19169.9,141,1407,193106,5.324972220696509,18,0,0,0,0,Fish,(Mackeral?),12.709999999999999,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,12.709999999999999,27111.04771879196,18,5.324972220696509,3.380299324387009,3.380299324387009,NA,NA,Fish-feeding,Eastern North Pacific,5.324972222222223
bw10_265a,0,97487,5,good,yes,45,19497.4,270,35,96906,5.381722220219672,48,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,48,5.381722220219672,8.9190779523438,8.9190779523438,NA,NA,Krill-feeding,Eastern North Pacific,5.415944444444445
bw11_220a,0,99365,5,good,yes,76,19873,285,5,97810,5.4336111126467586,81,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,81,5.4336111126467586,14.907213328438628,14.907213328438628,NA,NA,Krill-feeding,Eastern North Pacific,5.520277777777777
bp13_258b,0,495851,25,good,none,52,19834.04,240,3300,493671,5.448566668666899,41,0,0,0,0,Krill,NA,NA,SoCal,bp,Fin Whale,20.2,3.54883,0.15604,20.2,60010.44128941307,41,5.448566668666899,7.52491480663693,7.52491480663693,NA,NA,Krill-feeding,Eastern North Pacific,5.509455555555556
bw11_214b,0,100907,5,partial (0-10),yes,24,20181.4,278,1556,100658,5.505666665732861,97,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,97,5.505666665732861,17.618211542614034,17.618211542614034,NA,NA,Krill-feeding,Eastern North Pacific,5.605944444444445
bw14_217a,64733,561236,25,good,none,63,19860.12,305,64735,560731,5.511066664941609,63,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,63,5.511066664941609,11.431543806350872,11.431543806350872,NA,NA,Krill-feeding,Eastern North Pacific,5.5167
bp15_229a,0,506809,25,good,yes,120,20272.36,246,2575,504289,5.574599999003112,134,0,0,0,0,Krill,NA,NA,SoCal,bp,Fin Whale,20.2,3.54883,0.15604,20.2,60010.44128941307,134,5.574599999003112,24.03759911454863,24.03759911454863,NA,NA,Krill-feeding,Eastern North Pacific,5.631211111111112
mn160419-8,15303,219495,10,good,none,181,20419.2,123,15304,219496,5.672000002115965,181,0,0,0,0,Krill,NA,NA,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,181,5.672000002115965,31.911142442256196,31.911142442256196,NA,NA,Krill-feeding,Eastern North Pacific,5.672
bp10_239a,0,103754,5,good,yes,64,20750.8,228,913,103730,5.712055555544794,69,0,0,0,0,Krill,NA,NA,SoCal,bp,Fin Whale,20.2,3.54883,0.15604,20.2,60010.44128941307,69,5.712055555544794,12.079714444132197,12.079714444132197,NA,NA,Krill-feeding,Eastern North Pacific,5.76411111111111
be180418-42,2967,509445,10,good,none,38,50647.8,11,2968,509446,5.765943001024425,0,7.88442041259259,36,0.41846991889178753,2,Fish,NA,NA,South Africa,be,Bryde's Whale,13.208,3.1453,0.5787,13.208,12410.392744088105,38,14.068833332508802,2.7010057694118488,0,4.565966566483778,4.779316050473826,Fish-feeding,South Africa,14.068833333333334
bw11_213b,0,105635,5,good,yes,93,21127,276,69,105064,5.833055558614433,107,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,107,5.833055558614433,18.343730644221136,18.343730644221136,NA,NA,Krill-feeding,Eastern North Pacific,5.868611111111111
bw170816-44,3000,345486,10,good,none,229,34248.6,72,3001,345487,6.043546697124839,141,3.0188449127599597,75,0.45110838767141104,14,Krill,NA,21.77,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,21.77,76205.85542906472,230,9.51349999755621,24.176170710998214,23.330671055636824,24.843939376611345,31.03467012056014,Krill-feeding,Eastern North Pacific,9.513499999999999
mn170410-20,4704,405641,10,good,none,191,40093.7,148,4705,405642,6.327647108584642,0,4.373173118568957,191,0.43631866201758385,0,Krill,(Shallow),NA,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,191,11.137138889171183,17.149826530915615,0,43.67538051237756,0,Krill-feeding,Eastern North Pacific,11.137138888888888
bw170813-42,3001,231820,10,good,none,147,22881.9,57,3002,231821,6.356083335354924,147,0,0,0,0,Krill,NA,NA,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,147,6.356083335354924,23.12745007327559,23.12745007327559,NA,NA,Krill-feeding,Eastern North Pacific,6.356083333333333
bw10_230a,0,118341,5,good,none,83,23668.2,251,2304,117537,6.4018333330750465,83,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,83,6.4018333330750465,12.96503605790248,12.96503605790248,NA,NA,Krill-feeding,Eastern North Pacific,6.5745000000000005
bw14_218a,0,596768,25,good,yes,44,23870.72,306,2541,591838,6.547744441777468,42,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,42,6.547744441777468,6.4144226112463505,6.4144226112463505,NA,NA,Krill-feeding,Eastern North Pacific,6.630755555555556
bb180305-42b,2962,603877,10,good dives,none,799,60091.5,8,2963,603878,6.632447082549334,153,8.312974138185382,645,1.7466621128842235,1,Krill,NA,NA,Antarctic,bb,Minke Whale,7.94,3.1091,0.69969,7.94,3069.295085800859,799,16.69208333361894,47.86700281987942,23.068408702808817,77.58955931755075,0.5725205766035211,Krill-feeding,Antarctic,16.692083333333333
bp13_258a,0,212894,10,good dives,none,0,21289.4,239,717,239564,6.634638888761401,23,0,0,0,0,Krill,NA,NA,SoCal,bp,Fin Whale,20.2,3.54883,0.15604,20.2,60010.44128941307,23,6.634638888761401,3.4666543855100143,3.4666543855100143,NA,NA,Krill-feeding,Eastern North Pacific,5.913722222222223
be180427-42,1944,728943,10,good,none,25,72699.9,16,1945,728944,7.049309556372464,25,12.288887014612556,0,0.8562200982123613,0,Fish,NA,14.1,South Africa,be,Bryde's Whale,13.208,3.1453,0.5787,14.1,15242.47863599569,25,20.19441666919738,1.2379659392753144,3.5464466129736634,0,0,Fish-feeding,South Africa,20.194416666666665
bw13_211a,0,132554,5,good,none,93,26510.8,295,4776,132085,7.072722220793366,93,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,93,7.072722220793366,13.149109649264288,13.149109649264288,NA,NA,Krill-feeding,Eastern North Pacific,7.364111111111111
be180414-42,9638,269909,10,good,none,35,26027.1,10,9639,269910,7.229749999009073,35,0,0,0,0,Fish,NA,NA,South Africa,be,Bryde's Whale,13.208,3.1453,0.5787,13.208,12410.392744088105,35,7.229749999009073,4.841107922790855,4.841107922790855,NA,NA,Fish-feeding,South Africa,7.229749999999999
bw150823-6,13660,673300,10,good,none,62,65964,44,13661,673301,7.478238542564213,63,9.995244509540498,0,0.8498502820730209,2,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,65,18.323333334177732,3.547389485010256,8.42444375656382,0,2.3533556935716304,Krill-feeding,Eastern North Pacific,18.323333333333334
bw10_239b,0,140922,5,good,yes,63,28184.4,256,2623,140339,7.650888889096677,65,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,65,7.650888889096677,8.495744866015745,8.495744866015745,NA,NA,Krill-feeding,Eastern North Pacific,7.829
bw170814-50,2972,281523,10,good,none,158,27855.1,62,2973,281524,7.737527777440846,160,0,0,0,0,Krill,NA,22.75,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,22.75,89560.87408748952,160,7.737527777440846,20.678439496719882,20.678439496719882,NA,NA,Krill-feeding,Eastern North Pacific,7.737527777777777
mn170808-42,2320,141756,10,ok,none,19,13943.6,155,2321,141757,7.746444443240762,20,0,0,0,0,Anchovies,NA,8.219999999999999,SoCal,mn,Humpback Whale,12.5,3.24603,0.85934,8.219999999999999,6588.068192099797,20,7.746444443240762,2.581829657017834,2.581829657017834,NA,NA,Fish-feeding,Eastern North Pacific,3.8732222222222226
bp160609-36,5989,286483,10,good,none,6,28049.4,20,5990,286484,7.791500000283122,9,0,0,0,0,Krill,NA,NA,Azores,bp,Fin Whale,20.2,3.54883,0.15604,20.2,60010.44128941307,9,7.791500000283122,1.1551049219884444,1.1551049219884444,NA,NA,Krill-feeding,North Atlantic,7.7915
bw170815-43,3000,668402,10,good,none,214,66540.2,67,3001,668403,8.037994916550815,153,9.54017895553261,50,0.9052150156348944,11,Krill,NA,21.979999999999997,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,21.979999999999997,78936.58484484714,214,18.48338888771832,11.577963397296523,19.034597755836085,5.240991833911421,12.151809028802825,Krill-feeding,Eastern North Pacific,18.48338888888889
bw170619-36,2985,449453,10,good,none,213,44646.8,53,2986,449454,8.242360808886588,125,3.671074753627181,75,0.4884533230215311,13,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,213,12.4018888855353,17.17480312603255,15.165557890310982,20.429984414209148,26.61462085994849,Krill-feeding,Eastern North Pacific,12.40188888888889
bw14_251a,0,766849,25,good,none,103,30673.96,308,15406,765240,8.331488890573382,102,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,102,8.331488890573382,12.242709717276025,12.242709717276025,NA,NA,Krill-feeding,Eastern North Pacific,8.520544444444445
bw160727-10,5405,306954,10,good,none,210,30154.9,51,5406,306955,8.376361110247672,213,0,0,0,0,Krill,NA,NA,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,213,8.376361110247672,25.428703132129176,25.428703132129176,NA,NA,Krill-feeding,Eastern North Pacific,8.376361111111112
bb180228-42,2953,648714,10,good,none,1380,64576.1,3,2954,648715,8.450054506771266,199,7.6657200967893,1107,1.8200365081429482,74,Krill,NA,NA,Antarctic,bb,Minke Whale,7.94,3.1091,0.69969,7.94,3069.295085800859,1380,17.935811111703515,76.94104222024949,23.550143947655688,144.40913391341465,40.658525072942076,Krill-feeding,Antarctic,17.937805555555553
bw10_243b,0,152903,5,good,yes,130,30580.6,261,331,152901,8.476111111231148,142,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,142,8.476111111231148,16.752965851502932,16.752965851502932,NA,NA,Krill-feeding,Eastern North Pacific,8.49461111111111
bw10_241a,0,153288,5,good,none,120,30657.6,259,41,152949,8.49488889053464,122,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,122,8.49488889053464,14.36157689312894,14.36157689312894,NA,NA,Krill-feeding,Eastern North Pacific,8.516
mn161107-36b,2975,311711,10,good,none,97,30873.6,140,2976,311712,8.576000000350177,97,0,0,0,0,Krill,NA,NA,South Africa,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,97,8.576000000350177,11.31063432789637,11.31063432789637,NA,NA,Krill-feeding,South Africa,8.575999999999999
mn160727-11,13071,325207,10,good,none,232,31213.6,132,13072,325208,8.670444443821907,233,0,0,0,0,Krill,NA,NA,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,233,8.670444443821907,26.87290155766159,26.87290155766159,NA,NA,Krill-feeding,Eastern North Pacific,8.670444444444446
bw10_229b,0,158515,5,good,none,138,31703,250,345,158311,8.775888889096677,138,0,0,0,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,138,8.775888889096677,15.72490282681834,15.72490282681834,NA,NA,Krill-feeding,Eastern North Pacific,8.806388888888888
bw170816-41,3000,549185,10,good,none,275,54618.5,70,3001,549186,8.932152254506946,200,5.788544911891222,63,0.45110838767141104,13,Krill,NA,24.12,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,24.12,110982.14720707225,276,15.171805554069579,18.191638366072237,22.391020025334306,10.883564170087222,28.817907969091557,Krill-feeding,Eastern North Pacific,15.171805555555554
bp12_217a,15063,362702,5,good,yes,240,69527.8,232,15064,361724,8.944656310603023,230,9.432176820002496,11,0.8820557584986091,19,Krill,NA,NA,SoCal,bp,Fin Whale,20.2,3.54883,0.15604,20.2,60010.44128941307,260,19.258888889104128,13.500259620226435,25.713676637005864,1.1662207155269475,21.540588355027403,Krill-feeding,Eastern North Pacific,19.313277777777778
mn170703-40,2990,377475,10,"partial (0-23, 29, 37-40)",none,154,37448.5,151,2991,377476,9.02603024058044,154,0.8638038681820035,0,0.5125270038843155,0,Krill,NA,10.1,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,10.1,12856.24170680131,154,10.402361112646759,14.80433127944128,17.061764241341237,0,0,Krill-feeding,Eastern North Pacific,10.40236111111111
mn151103-7,2980,399858,10,"partial (0-10, 24-135)",none,376,39687.8,119,2981,399859,9.146820830181241,331,1.4350912626832724,87,0.44247679598629475,35,Inverts,NA,NA,South Africa,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,453,11.024388888850808,41.09071301522466,36.1874367220377,60.62332219717589,79.10019308918538,Krill-feeding,South Africa,11.02438888888889
mn170815-10,2875,353007,10,good,none,53,35013.2,166,2876,353008,9.324818364344537,31,0,0,0.401070524007082,22,Krill,NA,12.209999999999999,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,12.209999999999999,23799.529233611323,53,9.72588888835162,5.449373379483738,3.3244615378820903,NA,54.853195842463684,Krill-feeding,Eastern North Pacific,9.725888888888887
bw170813-41,2996,574100,10,good,none,395,57110.4,56,2997,574101,9.574412662535906,238,5.833532301709056,144,0.45605503767728806,13,Krill,NA,NA,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,395,15.86400000192225,24.899142710043975,24.857921669835637,24.6848723127516,28.50533143150808,Krill-feeding,Eastern North Pacific,15.864
mn170218-31,2916,633720,10,good,none,534,63080.4,143,2917,633721,10.280790257267654,20,6.220166637562215,474,1.021376439370215,41,Krill,(Shallow),NA,Antarctic,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,535,17.522333334200084,30.532463330998684,1.9453757444240907,76.20374623689636,40.141908917813666,Krill-feeding,Antarctic,17.522333333333332
mn160429-37,3930,387888,10,good,none,108,38395.8,126,3931,387889,10.665500001981854,108,0,0,0,0,Krill,NA,NA,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,108,10.665500001981854,10.126107541130892,10.126107541130892,NA,NA,Krill-feeding,Eastern North Pacific,10.665500000000002
mn170817-50,1751,518947,10,good,none,94,51719.6,170,1752,518948,12.104692300781608,75,1.812267841771245,19,0.44959541503340006,0,Anchovies,NA,13.129999999999999,Monterey,mn,Humpback Whale,12.5,3.24603,0.85934,13.129999999999999,30128.5040704272,94,14.366555557586253,6.5429740359973305,6.195944360779596,10.484101500929404,0,Fish-feeding,Eastern North Pacific,14.366555555555555
bw170814-51,1959,775604,10,good,none,294,77364.5,63,1960,775605,12.123054580762982,279,8.901601393707097,0,0.46548291575163603,15,Krill,NA,20.7,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,20.7,63345.79972391176,294,21.490138890221715,13.680693340412692,23.01400180468714,0,32.224598352398885,Krill-feeding,Eastern North Pacific,21.49013888888889
bw16_264b,0,2420000,25,good,yes,61,96800,315,2164,2425704,12.16602671239525,0,13.931479660794139,73,0.8307158499956131,0,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,73,26.928222223185003,2.7109104862164846,0,5.239931563438737,0,Krill-feeding,Eastern North Pacific,26.88888888888889
bw14_212a,0,2380878,25,good,none,143,95235.12,303,251444,2375799,13.405426304787397,73,9.305217032320797,58,0.8933011069893837,3,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,134,23.60394444409758,5.677017259439794,5.445556026362993,6.2330625710869985,3.3583301045160945,Krill-feeding,Eastern North Pacific,26.4542
mn170912-43,2900,970756,10,good,none,391,96785.6,174,2901,970757,16.314032854512334,123,8.801910728216171,229,1.768384194932878,39,Krill,NA,NA,Greenland,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,391,26.884327777661383,14.543789349454672,7.539521410610569,26.017078231195605,22.054031082018525,Krill-feeding,North Atlantic,26.88488888888889
mn170912-42,2616,1164566,10,partial (0-213),none,176,116195,173,2617,1164567,16.467801849357784,67,13.162360075861216,238,2.6464658500626683,50,Krill,or,NA,Greenland,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,355,32.27662777528167,10.99867069359299,4.068545432650617,18.08186363450687,18.89312117850151,Krill-feeding,North Atlantic,32.27638888888889
bw170815-28,2990,1015366,10,good,none,366,101237.6,65,2991,1015367,17.67616158351302,221,9.54017895553261,136,0.9052150156348944,12,Krill,NA,21.09,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,21.09,67833.76867476234,369,28.121555554680526,13.121606992276925,12.502714401871726,14.255497788239065,13.256518940512173,Krill-feeding,Eastern North Pacific,28.12155555555556
bb180304-45,2963,1003584,10,good,none,908,100062.1,6,2964,1003585,17.81850707810372,692,8.24406266771257,214,1.7324580308049917,8,Krill,NA,8.6,Antarctic,bb,Minke Whale,7.94,3.1091,0.69969,8.6,3934.1947518546312,914,27.795027776621282,32.883579298624625,38.836025766174565,25.95807535987318,4.617716480140518,Krill-feeding,Antarctic,27.79502777777778
bp170907-41b,2976,1035770,10,good,none,532,103279.4,25,2977,1035771,18.66425976343453,432,8.235635284334421,46,1.7888271734118462,56,Krill,NA,18.47,Greenland,bp,Fin Whale,20.2,3.54883,0.15604,18.47,43674.95161180892,534,28.688722221180797,18.613586059463792,23.145841596479418,5.585482893772606,31.30542784252919,Krill-feeding,North Atlantic,28.68872222222222
bb180304-40,2237,1106105,10,good dives,none,1079,110386.8,4,2238,1106106,19.50720381550491,545,8.557374808005989,437,2.5979324905201793,97,Krill,NA,NA,Antarctic,bb,Minke Whale,7.94,3.1091,0.69969,7.94,3069.295085800859,1079,30.662511114031076,35.18955104450831,27.93839676636883,51.067063182876794,37.33738284345405,Krill-feeding,Antarctic,30.663
bb180227-45,4766,1074180,10,good,none,1911,106941.4,2,4767,1074181,20.14174305740744,570,7.541546126827598,1326,2.0220385948196054,17,Krill,NA,NA,Antarctic,bb,Minke Whale,7.94,3.1091,0.69969,7.94,3069.295085800859,1913,29.70532777905464,64.39922205971634,28.299437559867673,175.82601467927253,8.407356834609105,Krill-feeding,Antarctic,29.705944444444444
bw170814-40,2981,1104402,10,good,none,695,110142.1,61,2982,1104403,20.1831689234823,470,9.503949355334044,217,0.9079095013439655,12,Krill,NA,22.53,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,22.53,86425.41677290971,699,30.595027780160308,22.846849658795684,23.28672973911317,22.832613252322293,13.217176362001467,Krill-feeding,Eastern North Pacific,30.59502777777778
mn170908-44,2633,1258871,10,good,none,342,125623.8,172,2634,1258872,20.815033245831728,105,11.404342853464186,149,2.67612390127033,44,Krill,(Shallow),14.739999999999998,Greenland,mn,Humpback Whale,12.5,3.24603,0.85934,14.739999999999998,43856.56431149146,298,34.895500000566244,8.539783066445942,5.04443104942081,13.06519822444129,16.441690154597712,Krill-feeding,North Atlantic,34.8955
bw10_240b,0,618608,5,good,yes,165,123721.6,258,596,617708,23.26584532018751,188,10.17457269039005,0,0.8435819875448942,1,Krill,NA,NA,SoCal,bw,Blue Whale,22.05,3.667316,-0.014078,22.05,79862.4355285433,189,34.283999998122454,5.512775639083843,8.080514480033724,0,1.1854212332227891,Krill-feeding,Eastern North Pacific,34.36711111111111
bw170813-44,2972,1351083,10,good,none,380,134811.1,58,2973,1351084,24.67584236059338,263,11.40674902126193,96,1.364936395548284,24,Krill,NA,22.59,Monterey,bw,Blue Whale,22.05,3.667316,-0.014078,22.59,87272.49183277194,383,37.44752777740359,10.227644459645958,10.658197444963562,8.416070154700353,17.58323690266856,Krill-feeding,Eastern North Pacific,37.44752777777778
mn160113-11,4656,1069899,10,good,none,988,106524.3,121,4657,1069900,25.737919279374182,768,0,0,3.8521640533581376,222,Krill,(Bubble),NA,Antarctic,mn,Humpback Whale,12.5,3.24603,0.85934,12.5,25683.814788949625,990,29.59008333273232,33.45715484703856,29.839241924092082,NA,57.62994434426299,Krill-feeding,Antarctic,29.590083333333332
ba-130213,34060,706260,10,ok,none,2016,67220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67222222222222
ba-130215,122965,370862,10,ok,none,608,24789.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8860277777777785
be180424-41,2937,93009,10,good,none,14,9007.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,be,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5020000000000002
bp16_256a,0,342000,25,good,yes,86,13680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
bp160912,3000,2776935,10,good,yes,919,277393.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.05375000000001
bp160914,533,3670428,10,good,none,965,366989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.94152777777778
bw15_076a,0,285026,25,good,none,2,11401.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1669555555555555
bw15_232a,0,178759,25,good,none,40,7150.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.986211111111111
bw16_231b,0,426000,25,good,yes,51,17040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.733333333333333
bw160523,58694,3574475,10,good_dives,none,735,351578.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.66058333333332
bw160716,20633,3352288,10,good,none,1607,333165.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.54597222222222
bw160717,15999,3707600,10,good,none,779,369160.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.54447222222221
bw160815,22105,122858,10,good,none,46,10075.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.798694444444444
bw160817,50786,1700707,10,good,yes,403,164992.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83113888888889
bw160918a,4513,3560148,10,good,yes,1746,355563.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7676388888889
mn09_122b,0,339999,5,good_dives (7-102),none,169,67999.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.888833333333334
